Ohringen,Bad.Lippspringe,Eberbach.Neckar,Ebersberg.Halbing,Ebrach,Eichstatt.Landershofen,Miltenberg,Ellwangen.Rindelbach,Eppingen,Mohrendorf.Kleinseebach,Eutin,Geisenheim,Gilserberg.Moischeid,Gluckstadt,Gossweinstein,Hechingen,Weddingstedt,Kr.Dithmarschen.Helse,Niederworresbach,Hildesheim,Hollenstein.Kraftwerk,Konigsmoor,Kronach,Bad.Lauchstadt,Lensahn,Lingen,Luchow,Heinersreuth.Vollhof,Mayen,Melle
22,7,0,45,0,6,0,36,18,11,32,0,0,66,3,46,70,65,0,4,1,115,9,0,26,14,6,1,0,14
6,14,0,35,0,10,0,11,3,0,16,0,3,0,5,19,0,19,0,10,79,3,14,9,72,0,23,15,0,9
2,2,35,13,0,3,0,2,20,7,0,145,8,2,0,16,12,2,151,0,1,0,0,0,0,57,0,30,58,22
110,62,266,60,74,79,70,93,196,73,3,208,134,58,68,101,121,132,141,10,19,22,46,0,0,40,0,33,73,53
2,2,0,0,0,0,0,0,0,0,0,12,7,1,0,56,0,0,17,2,0,0,0,0,0,0,0,0,24,1
67,1,12,72,10,310,0,130,42,114,0,0,0,2,82,200,4,5,6,0,234,0,8,1,2,0,0,45,3,4
127,160,124,75,134,113,85,94,152,99,43,97,47,84,143,85,75,66,63,107,82,77,120,91,62,166,71,64,54,72
38,19,45,110,38,33,12,61,41,28,34,9,17,21,41,83,0,19,5,3,120,3,77,45,43,16,27,23,32,37
40,38,34,75,24,68,12,24,16,46,80,34,46,23,74,14,11,26,24,84,42,59,53,40,99,50,50,41,16,25
9,0,1,4,2,23,1,31,24,5,5,0,0,0,0,19,0,0,2,0,0,0,0,0,2,0,3,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,12,0,0,2,0
2,58,20,0,0,0,0,0,0,0,40,6,25,35,0,0,65,28,11,0,0,39,0,0,25,36,0,0,4,19
10,21,41,0,10,39,8,25,40,15,110,3,60,79,25,3,101,75,16,28,4,90,23,0,116,54,42,28,9,26
15,70,25,14,29,10,30,13,7,8,95,26,84,125,18,5,192,181,156,57,11,115,34,0,119,136,33,45,49,71
204,30,97,0,11,4,67,57,181,27,7,37,38,4,46,101,20,26,55,0,37,0,40,5,16,0,0,43,57,1
85,5,58,152,12,44,43,38,60,36,0,12,7,0,23,63,0,0,9,4,25,0,12,2,0,0,0,19,0,3
0,0,0,4,0,7,0,0,0,0,25,0,0,24,0,0,69,31,4,0,20,0,1,0,3,17,0,0,0,33
10,30,166,0,58,18,145,49,77,52,30,72,73,27,156,0,74,18,122,15,0,19,181,8,32,28,29,130,13,38
20,0,18,0,7,0,36,2,20,0,0,9,6,4,0,1,12,8,10,0,0,11,4,2,0,0,1,0,0,0
0,25,0,0,0,0,0,0,0,0,9,0,1,24,0,0,36,19,0,12,0,12,0,6,6,30,11,0,0,13
2,68,2,0,10,0,3,2,0,1,5,0,1,0,8,0,0,0,0,4,10,0,10,0,3,23,8,28,0,0
4,10,6,0,1,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,7,0,0,0,0,5,0,1,0,14
4,31,1,0,0,2,0,2,0,0,12,0,9,7,0,0,19,10,0,17,3,15,0,11,14,6,14,1,0,13
0,0,6,0,8,2,1,0,0,0,2,0,1,4,0,12,0,4,4,6,10,0,4,0,0,5,0,0,0,0
0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2
0,34,0,0,0,0,0,0,0,0,10,0,0,8,0,0,8,6,0,15,0,0,5,22,3,15,11,10,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0
9,28,0,0,0,13,0,12,11,2,12,0,0,4,0,10,0,7,0,4,0,4,0,0,6,9,0,0,0,17
0,10,0,0,5,29,0,13,0,2,8,2,4,1,0,50,0,0,2,15,16,0,0,29,11,3,9,4,5,0
0,0,0,14,0,3,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,9,0,1,0,2,0,0,2,7,0,0,0,0
0,0,0,44,0,130,0,11,0,0,0,0,0,0,0,112,0,0,0,0,137,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,1,21,6,0,0,0,0,0,0,8,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,9,0,0,0,0
0,18,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,4,10,7,0,10,0,0,5,9,3,0,2,9
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,3,0,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,1
2,86,11,11,6,0,3,2,0,2,39,0,70,74,13,0,57,63,4,59,17,55,20,2,29,71,45,12,2,48
24,42,41,28,11,10,3,20,28,23,72,0,10,14,61,4,32,32,8,20,40,0,24,10,23,24,34,16,19,27
2,1,7,0,1,3,1,4,0,1,55,0,0,0,5,5,3,2,0,0,27,0,4,1,67,0,8,5,0,1
0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,24,0,0,7,0,0,32,4,7,0,0,0,0,0,15,0,0,0,0,0
2,0,0,0,0,0,0,0,0,2,26,0,0,22,0,0,52,29,0,0,0,0,3,0,0,0,0,2,1,0
60,104,74,0,43,0,42,6,40,60,184,13,34,157,90,2,174,192,23,73,21,24,45,3,234,82,43,36,19,119
95,197,143,23,83,25,80,66,32,64,20,14,150,51,161,8,21,26,77,167,73,66,226,68,25,165,83,165,36,114
19,68,221,0,91,62,108,43,57,223,225,32,67,179,135,6,270,209,43,74,66,21,169,38,188,252,149,141,10,121
43,58,10,45,18,70,9,90,50,37,83,36,66,16,70,59,6,25,8,15,48,244,23,16,169,64,33,32,26,98
6,17,5,0,12,4,0,3,0,6,25,2,1,6,16,1,33,13,0,10,39,2,12,1,85,9,2,33,0,12
29,258,54,17,18,50,16,45,96,19,5,3,63,4,110,4,3,0,4,98,109,0,168,10,4,118,4,44,11,94
27,42,32,14,19,67,5,41,6,18,0,4,15,6,77,7,2,4,4,18,116,20,66,0,0,26,10,55,7,4
2,9,3,0,0,0,0,0,0,3,12,0,6,6,3,0,21,7,0,0,2,5,5,0,9,1,3,5,1,3
0,0,0,0,0,0,0,0,0,0,35,0,0,45,0,0,44,45,0,0,1,4,0,0,25,0,2,0,0,4
0,108,0,0,0,0,0,0,0,0,2,0,0,43,0,0,4,38,1,148,0,70,18,0,0,207,62,0,2,96
77,182,207,42,35,57,29,97,115,88,62,12,54,48,148,3,38,53,16,112,97,91,120,69,71,40,58,83,43,41
109,104,123,21,39,79,23,82,41,27,2,32,17,5,202,9,10,5,17,12,163,3,30,14,2,10,15,71,21,19
13,67,41,12,25,8,13,18,24,18,23,0,10,16,85,19,8,12,8,38,23,3,22,19,32,7,52,4,7,42
3,77,17,5,11,9,2,15,0,12,40,3,17,28,84,9,36,26,0,79,36,25,39,93,19,40,37,10,7,43
15,102,69,31,19,60,38,43,22,51,90,2,85,74,149,9,56,66,15,38,131,63,140,50,107,107,87,90,52,94
62,93,55,160,56,130,39,67,45,108,18,13,47,34,68,47,28,9,13,67,43,8,29,62,12,70,13,36,59,48
27,24,27,16,64,10,27,14,35,11,8,9,29,2,18,55,0,1,9,20,10,6,21,13,3,2,1,14,17,11
5,4,0,39,16,21,17,12,35,0,2,3,21,0,0,19,0,0,13,12,30,0,10,0,0,0,1,0,15,12
0,7,12,5,5,3,1,0,0,1,2,0,1,8,1,1,0,7,2,0,18,0,0,0,6,6,3,0,2,6
27,50,110,40,13,9,14,24,56,18,145,10,18,76,33,5,115,98,29,52,23,127,51,20,111,49,36,45,1,54
57,170,120,30,44,67,112,89,42,100,145,34,84,111,143,23,82,101,19,101,79,125,101,19,214,138,116,130,43,121
52,64,70,9,20,35,11,68,69,62,65,28,79,88,133,23,64,39,17,120,25,95,96,32,49,53,211,94,41,88
87,88,253,8,60,276,89,124,99,52,105,59,54,95,92,11,147,122,82,90,152,78,49,11,131,57,82,73,75,102
56,33,112,51,23,94,45,112,36,97,68,16,36,61,50,47,69,23,30,107,60,25,40,51,126,56,67,56,76,63
25,30,35,10,20,19,20,22,12,18,5,5,10,2,4,7,18,12,11,75,18,3,40,47,6,12,0,14,10,47
46,0,28,21,30,41,43,61,57,9,0,35,0,0,41,8,0,0,21,0,44,0,25,12,0,0,0,17,19,0
0,3,0,10,0,0,0,0,16,0,2,9,69,1,0,15,54,31,18,1,0,0,0,0,10,105,0,0,3,5
15,0,79,0,0,0,6,21,22,0,0,67,48,0,0,9,0,0,33,0,0,0,3,0,0,3,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,0,1,0,0,0,0,0,0,0,0,0,5,0,8,10,7,0,0,0,9,0,0,0,6,0,0,5,11
32,90,28,41,64,20,9,13,38,55,43,18,42,10,45,6,28,14,18,32,55,25,30,25,20,10,20,33,39,10
10,78,21,48,13,18,23,44,45,11,50,4,26,49,0,26,36,42,9,36,12,55,18,2,68,100,28,13,8,88
37,20,162,8,69,26,24,51,46,39,10,109,98,57,38,8,68,62,128,38,13,25,35,2,12,129,18,17,59,81
58,14,74,58,83,125,80,49,106,71,15,47,48,26,40,31,37,8,38,82,24,5,25,51,8,33,59,27,61,39
32,3,5,40,0,2,9,8,11,0,0,0,2,0,0,8,0,0,2,22,17,0,0,1,0,0,1,0,0,0
0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,5,1,0,0,0,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,6,0,0,3,3,0,4,0,32,17,12,48,0,0,52,38,7,5,2,15,2,40,19,16,16,2,4,7
0,0,6,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,17,11,0,1,0,4,1,0,0,40,2,5,42,1,0,46,40,3,34,0,52,0,0,28,94,93,0,0,77
0,0,0,2,0,2,0,5,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,36,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,20,0,2,10,0,0,2,1,0,13,0,1,0,1,37,1,14,0,0,5
0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,13,2,0,4,0,0,0,0,41,0,2,0,0,2
0,1,0,0,0,0,0,0,0,0,25,0,0,1,0,0,3,2,0,3,0,0,0,0,26,9,0,0,0,10
0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,1,34,5,3,0,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,28,0,2,0,3,13,7,9,0,28,6,0,8,0,0,0,36,4,0,0,13,0,0,10,0,5,13,10
0,0,8,0,0,0,9,0,0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,4,0,1,2,0,0,0
26,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,15,1,10,0,6,1,30,2,0,25,27,6,10,0,0,0,30,0,0,10,3,0,0,11,0,0,26,28
0,3,4,7,3,0,2,0,0,0,0,3,3,10,0,0,0,7,3,39,0,15,5,3,0,0,24,10,50,0
25,5,65,9,17,12,37,13,20,36,0,52,37,0,35,0,0,0,77,6,6,0,9,5,0,0,2,51,45,2
66,13,14,43,45,71,22,108,132,33,0,0,21,0,28,55,0,0,6,25,51,0,70,51,0,11,0,34,0,0
0,0,0,0,6,0,0,0,0,8,0,0,0,0,1,0,0,0,0,7,3,0,0,50,0,0,0,13,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,2,0,0,0,0,0,0
0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0
0,31,0,0,0,0,0,0,0,0,26,1,0,13,1,0,54,38,2,17,0,23,0,0,20,29,17,0,0,26
48,84,131,85,121,100,32,55,88,98,24,28,21,72,173,30,61,55,50,20,100,7,87,28,35,67,21,71,38,60
44,123,70,28,70,12,52,40,106,24,45,29,66,50,80,9,77,57,48,25,51,85,69,26,40,55,5,55,44,39
0,17,0,0,2,0,0,0,0,0,6,0,0,19,0,0,20,21,0,2,0,15,0,0,5,14,2,5,2,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,16,0,1,25,0,0,21,22,0,10,0,48,0,3,16,24,1,0,0,9
0,5,0,0,0,0,0,0,0,0,53,0,2,44,0,0,57,50,0,21,0,7,0,0,36,1,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,2,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,21,0,0,0,0,0,0,0,0,10,0,0,40,0,0,89,58,0,18,0,6,0,0,10,57,26,0,0,63
0,6,0,0,0,0,0,0,0,0,45,5,0,19,0,0,14,9,5,0,0,50,0,0,53,0,9,0,0,3
13,36,35,0,62,0,66,0,50,0,25,73,15,26,0,0,0,0,119,75,0,60,38,11,25,19,68,6,21,78
4,0,24,2,13,0,3,0,5,0,10,0,0,12,0,0,18,11,0,0,0,0,4,1,27,0,0,14,0,0
0,17,0,21,0,9,0,0,0,1,10,0,2,13,0,4,16,11,0,9,3,22,5,5,20,2,9,1,3,18
80,93,20,115,15,33,40,86,56,7,0,11,23,0,0,117,0,0,14,57,0,0,3,1,2,16,8,3,9,54
1,7,0,18,29,25,2,6,0,1,0,0,4,0,6,0,0,0,0,13,19,0,12,0,0,0,1,6,0,3
0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,0,1,0,0,0,0,0,15,0,3,2,0,0,0,0,0,0,26,0,0,17,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,38,0,0,2,0,0,0,0,0,3
0,2,0,54,0,0,0,0,0,0,15,0,0,0,0,26,17,1,0,5,0,31,0,0,11,5,21,0,0,0
16,0,16,36,10,58,30,42,10,26,0,9,0,0,30,68,6,0,13,0,0,0,2,0,0,1,0,16,0,0
38,9,15,11,49,58,18,127,145,0,0,85,14,0,20,159,0,0,150,2,12,0,0,68,0,0,0,5,144,0
130,0,4,211,43,135,9,138,97,25,0,3,0,0,10,330,0,0,28,0,33,0,7,1,0,0,0,5,8,0
45,2,0,113,0,17,3,55,22,3,15,0,0,1,2,17,0,0,0,0,4,0,0,0,5,0,1,0,0,2
0,24,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,3,1,5,0,12,2,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2
0,13,0,0,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,3,1,0,6,0,0,10,7,0,0,0,0,0,0,4,9,10,0,0,0
24,31,49,22,21,18,18,20,64,11,40,13,22,92,19,33,76,89,10,25,32,60,27,6,50,29,30,21,7,91
0,16,0,37,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,18,0,15,0,2,0,5,43,0,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,300,0,0,0,0,0,0,1,0,5,4,0,94,0,0,0,0,0,0,0,0,0,0,0
37,19,40,140,101,0,558,4,71,22,5,0,0,0,22,78,0,0,0,0,733,0,77,20,5,0,0,36,0,0
17,50,42,8,12,0,20,8,17,0,80,10,32,67,1,38,50,63,19,17,6,40,7,0,60,22,10,1,26,34
20,55,56,95,20,20,30,32,20,14,25,30,29,48,30,26,30,41,13,39,104,15,0,1,9,73,7,9,3,57
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,4,0,39,0,0,0,40,0,0,0,13,0,0,3,0,0,0,1,0,0,0,0,24,9,0
67,75,0,14,187,312,1,111,10,152,5,0,2,46,181,132,74,127,0,152,37,67,29,3,0,30,2,66,0,186
27,15,38,235,9,82,8,12,20,15,64,2,12,70,53,38,12,55,14,0,43,190,64,35,55,35,14,77,5,44
13,47,8,38,7,47,26,28,20,6,133,26,42,24,2,37,186,200,30,4,68,28,5,25,208,71,21,0,37,26
19,0,28,241,1,5,9,20,26,2,0,3,0,0,4,88,0,0,5,0,30,0,5,0,0,0,0,0,0,2
0,0,0,115,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,70,0,0,0,0,0,16,0,0,0,55,0,0,0,0,30,0,29,213,115,51,0,22,19,0,0
12,14,2,45,0,0,2,1,55,12,1,0,0,10,2,28,0,0,4,4,0,21,0,0,0,16,0,1,0,21
50,40,30,86,11,21,9,17,8,2,46,2,14,7,1,19,13,130,5,0,33,5,4,1,18,68,2,0,13,81
14,87,0,43,55,9,7,3,13,7,20,0,51,0,36,0,13,0,0,69,10,18,32,5,1,67,21,12,0,69
0,0,0,0,0,0,0,0,0,0,5,0,0,35,0,0,3,31,0,0,0,2,0,42,0,0,19,0,0,3
0,75,0,16,0,19,0,7,0,0,0,0,24,0,0,47,0,0,0,149,16,20,6,44,0,16,40,0,0,102
2,35,4,97,30,0,4,14,65,104,16,0,7,0,114,7,3,14,0,42,80,31,36,37,4,62,38,40,0,11
43,82,30,312,28,9,6,25,66,70,40,0,23,23,34,47,8,14,27,60,106,53,39,30,21,2,28,28,1,47
126,151,298,268,100,264,140,109,94,95,0,83,217,0,45,356,0,0,52,153,154,63,131,20,0,34,6,76,74,18
78,29,15,126,199,150,13,54,10,159,0,0,5,10,113,122,5,6,0,33,52,0,76,21,0,14,0,62,3,9
37,44,0,6,24,0,5,7,10,18,0,0,2,0,0,28,17,1,0,37,3,0,0,1,0,7,0,0,0,33
3,0,1,4,36,1,5,22,0,72,0,0,0,0,0,31,0,0,0,0,34,0,7,75,0,0,0,45,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,44,122,110,15,40,10,10,27,0,0,0,0,0,0,0,0,21,13,88,8,31,0,0,0,2,0,0,0
6,0,0,32,40,63,8,2,0,36,0,0,0,0,10,3,0,0,0,0,2,0,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,7,0,5,0,0,23,62,0,2,28,6,0,64,32,0,22,28,39,0,15,26,0,17,0,0,8
10,0,0,34,0,36,1,18,2,0,0,0,0,0,0,0,5,33,0,144,23,1,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,68,0,0,8,0,18,0,0,0,65,0,0,105,0,0,129,152,0,22,0,169,0,1,69,167,78,0,0,74
0,55,0,0,0,0,0,0,0,0,10,0,9,10,0,0,0,0,0,46,0,89,0,2,17,211,93,0,0,81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
